card_number,gender,Name,Surname,Age,Birthday,City,card_num
188586,F,Варвара,Русакова,41,1982-12-03,Lida,498986631
188587,M,Мирослав,Котов,43,1980-11-17,Gomel,499187411
188588,M,Касьян,Рогов,45,1978-06-19,Mogilev,499607923
188589,M,Филимон,Маслов,46,1977-08-04,Brest,499951618
188590,F,Клавдия,Андреева,48,1975-09-20,Brest,493638940
188591,M,Авксентий,Евдокимов,53,1970-08-25,Orsha,490410523
188592,M,Сократ,Лебедев,49,1974-06-12,Minsk,492447101
188593,M,Данила,Королев,40,1984-03-09,Lida,506922578
188594,M,Амвросий,Аксенов,47,1976-11-27,Minsk,503123246
188595,F,Мария,Кудряшова,48,1975-11-07,Gomel,507815011
188596,M,Якуб,Белов,45,1978-05-04,Grodno,514608757
188597,M,Василий,Субботин,43,1981-01-11,Mogilev,503521837
188598,F,Виктория,Рыбакова,46,1977-11-20,Minsk,520759180
188599,M,Агап,Потапов,42,1982-01-26,Orsha,524045691
188600,M,Степан,Сысоев,59,1964-05-02,Brest,517742221
188601,F,Вера,Тарасова,47,1976-10-14,Mogilev,521058127
188602,M,Антонин,Лебедев,38,1985-07-18,Mogilev,521348361
188603,F,Антонина,Зимина,37,1986-11-06,Mogilev,532569948
188604,M,Климент,Ершов,55,1968-05-20,Gomel,527737153
188605,M,Лукьян,Гришин,38,1986-03-16,Lida,536423431
188606,M,Александр,Одинцов,51,1972-06-10,Gomel,535749398
188607,M,Модест,Евдокимов,50,1973-07-15,Minsk,536012721
188608,M,Захар,Игнатов,34,1989-08-18,Lida,541982256
188609,F,Юлия,Щербакова,44,1979-07-07,Grodno,540827205
188610,M,Касьян,Карпов,36,1987-09-19,Gomel,540727165
188611,F,Алла,Колесникова,35,1989-02-05,Minsk,548835903
188612,F,Юлия,Воробьева,56,1968-01-30,Mogilev,541531434
188613,F,Синклитикия,Агафонова,41,1982-08-21,Orsha,551491149
188614,M,Елизар,Журавлев,51,1972-07-19,Minsk,547958482
188615,F,Алла,Рожкова,48,1975-05-08,Gomel,544861143
188616,M,Зиновий,Щербаков,45,1979-02-13,Minsk,546760152
188617,M,Мокей,Емельянов,45,1978-09-19,Minsk,549443681
188618,M,Аникей,Филатов,52,1971-06-29,Mogilev,550245793
188619,M,Кузьма,Михеев,42,1981-06-17,Orsha,558348797
188620,M,Тимур,Колесников,49,1974-05-13,Orsha,552828174
188621,F,Вера,Быкова,45,1978-12-22,Grodno,553472121
188622,M,Фрол,Соболев,53,1970-05-28,Mogilev,554393581
188623,M,Ладимир,Емельянов,39,1985-03-21,Orsha,561201431
188624,M,Захар,Авдеев,53,1970-09-25,Orsha,564871287
188625,F,Валерия,Никитина,27,1997-01-16,Brest,559156884
188626,F,Кира,Архипова,47,1976-09-14,Lida,563049117
188627,M,Сократ,Крылов,39,1984-11-08,Gomel,562977193
188628,M,Эмиль,Гуляев,33,1990-08-10,Lida,563461395
188629,F,Светлана,Блохина,45,1978-07-05,Gomel,575411701
188630,M,Самсон,Белозеров,45,1978-07-21,Mogilev,571348105
188631,M,Мефодий,Данилов,29,1995-02-18,Minsk,568286698
188632,F,Евпраксия,Елисеева,51,1972-07-14,Grodno,578959904
188633,M,Нифонт,Петухов,50,1973-07-21,Gomel,576070456
188634,F,Анастасия,Трофимова,44,1979-08-10,Mogilev,583946599
188635,M,Онуфрий,Степанов,46,1977-11-25,Brest,582173096
188636,M,Ладимир,Цветков,54,1970-02-17,Mogilev,580697229
188637,F,Фёкла,Калинина,47,1977-04-01,Brest,590496059
188638,M,Кондратий,Ефимов,42,1981-12-16,Orsha,598374282
188639,M,Юрий,Шубин,37,1986-07-26,Lida,590813089
188640,M,Захар,Гусев,43,1981-04-07,Minsk,604569206
188641,M,Лев,Горшков,46,1978-01-08,Brest,594165577
188642,M,Гордей,Крылов,42,1981-09-03,Brest,601358579
188643,M,Федор,Харитонов,55,1969-01-14,Lida,597533136
188644,M,Фирс,Бобров,44,1980-04-13,Mogilev,604972848
188645,M,Марк,Гусев,38,1985-10-19,Orsha,603230131
188646,M,Тихон,Наумов,42,1981-04-23,Brest,601626876
188647,M,Сергей,Муравьев,52,1971-11-12,Lida,609543792
188648,F,Лукия,Чернова,58,1966-02-26,Orsha,601498500
188649,M,Тит,Федоров,44,1980-02-01,Brest,613704556
188650,F,Пелагея,Мамонтова,49,1974-04-29,Brest,606135394
188651,M,Самуил,Колесников,31,1992-08-02,Orsha,609457639
188652,F,Елизавета,Филиппова,38,1985-05-18,Gomel,610757092
188653,F,Светлана,Карпова,46,1977-10-28,Minsk,618420362
188654,M,Семен,Пестов,42,1982-02-07,Mogilev,618493138
188655,F,Милица,Носова,43,1980-04-29,Lida,611507135
188656,M,Герасим,Моисеев,47,1976-06-22,Minsk,612193908
188657,M,Герасим,Ильин,52,1972-02-07,Lida,621121908
188658,F,Светлана,Стрелкова,41,1982-08-11,Gomel,621920689
188659,M,Автоном,Макаров,46,1978-02-20,Minsk,623350497
188660,M,Трифон,Соколов,46,1977-09-05,Mogilev,612606836
188661,F,Светлана,Исакова,44,1980-02-28,Orsha,621940703
188662,M,Ладислав,Громов,31,1992-12-10,Brest,622475610
188663,M,Матвей,Беляков,53,1970-05-10,Lida,624100471
188664,M,Моисей,Смирнов,49,1975-03-26,Brest,623938606
188665,F,Полина,Петрова,50,1974-03-27,Minsk,629315148
188666,M,Александр,Казаков,43,1980-05-06,Mogilev,630977779
188667,M,Мефодий,Козлов,37,1986-05-14,Mogilev,636095345
188668,M,Венедикт,Шашков,47,1976-11-29,Lida,632721332
188669,M,Аникей,Ларионов,37,1987-04-05,Minsk,634250025
188670,M,Эрнст,Чернов,53,1970-05-27,Gomel,637920806
188671,F,Пелагея,Журавлева,51,1972-10-05,Mogilev,634760660
188672,M,Феоктист,Алексеев,45,1978-08-09,Grodno,640892885
188673,M,Тимофей,Блохин,51,1972-08-29,Gomel,649395294
188674,M,Аверьян,Силин,41,1982-05-18,Lida,646119465
188675,M,Ростислав,Емельянов,42,1982-01-04,Grodno,646767917
188676,M,Афиноген,Кононов,66,1957-08-27,Grodno,650191723
188677,F,Милица,Кудряшова,40,1983-06-29,Orsha,643795325
188678,M,Фома,Орлов,51,1973-03-29,Orsha,643797727
188679,M,Варфоломей,Кондратьев,45,1978-06-25,Orsha,654804125
188680,M,Пимен,Лобанов,40,1984-01-17,Brest,662787765
188681,M,Геннадий,Ефимов,54,1969-09-28,Lida,650693082
188682,M,Аполлинарий,Гаврилов,44,1980-03-21,Gomel,651448791
188683,M,Иларион,Тимофеев,29,1994-06-09,Mogilev,659908335
188684,M,Филимон,Щукин,47,1977-01-21,Minsk,667385672
188685,M,Станимир,Суханов,47,1976-04-21,Gomel,658773787
188686,F,Светлана,Чернова,46,1977-10-28,Mogilev,654763097
188687,M,Глеб,Мухин,60,1963-05-31,Lida,655130452
188688,F,Лидия,Орлова,40,1983-06-02,Minsk,665670174
188689,M,Сократ,Матвеев,50,1973-12-31,Gomel,671193534
188690,M,Мина,Воробьев,40,1984-02-26,Mogilev,672709462
188691,M,Валерий,Кириллов,55,1968-09-29,Brest,667921963
188692,F,Алина,Шубина,41,1982-08-09,Orsha,664576786
188693,M,Юрий,Дементьев,55,1968-04-24,Gomel,664774845
188694,F,Полина,Федотова,47,1976-05-24,Brest,665199893
188695,M,Агафон,Самойлов,53,1970-11-11,Orsha,668174745
188696,M,Лучезар,Гурьев,38,1985-06-01,Minsk,672769845
188697,M,Яков,Андреев,48,1975-10-26,Lida,673778894
188698,M,Павел,Ершов,54,1969-09-03,Gomel,681952028
188699,M,Кирилл,Куликов,44,1979-07-20,Brest,675591576
188700,F,Нинель,Шарапова,44,1979-08-05,Mogilev,686241823
188701,M,Василий,Суворов,38,1986-01-09,Lida,687627301
188702,M,Яков,Ефимов,60,1964-01-12,Lida,674852573
188703,M,Харитон,Петров,35,1989-01-06,Minsk,682012368
188704,M,Ульян,Рожков,40,1983-06-12,Minsk,680112632
188705,M,Александр,Третьяков,47,1976-09-06,Mogilev,681625749
188706,M,Парамон,Поляков,43,1980-04-25,Minsk,681681900
188707,F,Лора,Дорофеева,49,1974-06-06,Minsk,684481421
188708,M,Орест,Силин,48,1975-12-17,Brest,684624814
188709,M,Эраст,Кононов,52,1972-02-29,Mogilev,682290816
188710,F,Агафья,Попова,44,1979-09-10,Mogilev,693074761
188711,M,Казимир,Назаров,50,1973-09-07,Gomel,688803929
188712,M,Спартак,Кириллов,48,1975-06-15,Brest,689141756
188713,M,Илья,Третьяков,42,1981-07-26,Orsha,701562179
188714,M,Вячеслав,Осипов,45,1979-01-09,Brest,702446802
188715,M,Иларион,Поляков,53,1970-08-19,Gomel,696359458
188716,M,Петр,Третьяков,37,1987-01-13,Brest,696902739
188717,M,Федор,Устинов,40,1983-06-10,Gomel,698269226
188718,M,Мокей,Уваров,40,1983-06-14,Grodno,692626801
188719,F,Ольга,Лихачева,55,1968-12-23,Minsk,705774952
188720,F,Ульяна,Котова,55,1968-12-09,Gomel,695731170
188721,F,Евфросиния,Михайлова,58,1965-06-15,Brest,704447560
188722,M,Сильвестр,Шестаков,38,1985-12-20,Grodno,710984943
188723,M,Михей,Александров,55,1969-02-02,Grodno,709575066
188724,M,Вадим,Пестов,44,1979-12-08,Gomel,716469527
188725,M,Януарий,Белов,51,1973-02-01,Gomel,719263497
188726,F,Ксения,Шарапова,42,1981-12-27,Mogilev,714809627
188727,F,Алина,Игнатьева,35,1989-02-18,Mogilev,710253315
188728,F,Лариса,Фомичева,50,1973-12-22,Gomel,710738984
188729,M,Филимон,Большаков,47,1976-10-02,Minsk,713004253
188730,F,Ия,Щукина,48,1975-07-28,Grodno,728475223
188731,F,Юлия,Белякова,41,1982-11-03,Brest,717041911
188732,F,Лариса,Кириллова,48,1976-01-03,Brest,730433236
188733,F,Прасковья,Рябова,43,1981-04-10,Grodno,733888998
188734,M,Софрон,Александров,26,1998-02-20,Brest,735866554
188735,F,Варвара,Архипова,33,1990-08-13,Lida,737374880
188736,M,Лучезар,Дроздов,52,1972-03-15,Mogilev,731846436
188737,M,Гордей,Дементьев,40,1983-11-15,Minsk,731436501
188738,F,Иванна,Третьякова,46,1977-09-30,Gomel,740118561
188739,M,Валентин,Молчанов,45,1979-02-15,Mogilev,741972206
188740,M,Владимир,Пахомов,43,1980-06-24,Grodno,737887137
188741,M,Михаил,Яковлев,40,1984-02-13,Gomel,738379951
188742,F,София,Федосеева,54,1970-02-06,Grodno,734323880
188743,M,Харитон,Лихачев,55,1968-06-25,Minsk,747504642
188744,M,Владилен,Суханов,47,1977-01-13,Mogilev,738334850
188745,M,Филарет,Самойлов,44,1980-02-26,Gomel,739232878
188746,M,Якуб,Дементьев,33,1990-09-11,Lida,749707754
188747,M,Соломон,Волков,40,1983-09-22,Gomel,746383070
188748,M,Чеслав,Лобанов,49,1974-08-02,Gomel,747733172
188749,F,Светлана,Анисимова,43,1981-03-19,Brest,750010237
188750,M,Виталий,Морозов,52,1971-12-02,Gomel,751689047
188751,F,Татьяна,Данилова,54,1969-08-25,Grodno,759134756
188752,M,Георгий,Бобылев,34,1990-01-15,Gomel,752748255
188753,F,Валерия,Белозерова,53,1970-09-25,Orsha,753595400
188754,M,Мина,Ильин,39,1985-03-16,Brest,761388002
188755,F,Антонина,Юдина,40,1983-10-15,Lida,761820608
188756,F,Надежда,Сорокина,42,1982-04-11,Gomel,755807944
188757,M,Емельян,Ермаков,46,1977-12-08,Brest,773430727
188758,M,Изяслав,Брагин,60,1963-11-21,Minsk,767215654
188759,M,Кондратий,Баранов,38,1985-12-28,Gomel,767294642
188760,M,Арефий,Ковалев,47,1977-02-15,Minsk,777728300
188761,F,Алла,Исаева,52,1971-05-21,Gomel,767373760
188762,F,Елена,Шарова,33,1990-09-09,Lida,770140352
188763,F,Агата,Елисеева,33,1990-11-16,Gomel,773570191
188764,M,Прокл,Федоров,54,1969-11-19,Grodno,782428001
188765,F,Регина,Голубева,47,1976-07-15,Grodno,787123862
188766,M,Виктор,Никифоров,45,1978-08-23,Brest,777914171
188767,M,Феофан,Меркушев,53,1970-08-28,Lida,788323602
188768,M,Мартын,Моисеев,40,1984-01-20,Grodno,780589358
188769,M,Гурий,Миронов,34,1989-10-30,Brest,780874321
188770,F,Анжела,Самойлова,51,1973-01-30,Lida,787521190
188771,F,Иванна,Калинина,32,1991-10-14,Orsha,788476061
188772,M,Леонтий,Кононов,43,1980-06-01,Grodno,798659953
188773,F,Маргарита,Шестакова,44,1980-01-28,Gomel,801244116
188774,F,Алевтина,Меркушева,39,1984-11-02,Lida,791757549
188775,M,Харитон,Комаров,46,1977-11-27,Brest,793084256
188776,M,Каллистрат,Зыков,54,1970-03-15,Brest,806547943
188777,M,Евсей,Прохоров,35,1988-07-19,Gomel,811861628
188778,M,Милован,Ершов,43,1980-06-07,Brest,800876751
188779,M,Федосий,Жуков,32,1991-05-27,Brest,804081804
188780,M,Азарий,Зыков,52,1971-06-14,Brest,808742492
188781,F,Нонна,Лукина,56,1967-07-13,Lida,808901421
188782,M,Кондрат,Самойлов,41,1983-02-25,Orsha,816273027
188783,M,Игнатий,Савин,50,1973-08-17,Brest,823980614
188784,F,Татьяна,Орлова,35,1988-11-14,Grodno,824936813
188785,F,Фаина,Антонова,33,1990-10-27,Minsk,814192146
188786,F,Марфа,Савельева,52,1971-05-18,Brest,811591795
188787,M,Савелий,Кабанов,59,1965-02-01,Mogilev,813222126
188788,M,Лучезар,Антонов,49,1975-01-06,Gomel,813307945
188789,M,Милован,Рогов,42,1981-11-16,Minsk,814661100
188790,F,Марина,Фомина,35,1988-12-03,Mogilev,826957140
188791,M,Сидор,Галкин,40,1983-05-05,Minsk,819468871
188792,M,Всеслав,Воронцов,44,1980-02-14,Grodno,818396438
188793,M,Глеб,Мартынов,48,1976-01-15,Gomel,830532432
188794,M,Вячеслав,Волков,32,1991-12-07,Gomel,824840247
188795,M,Лев,Буров,47,1976-10-23,Orsha,826599221
188796,M,Гедеон,Михайлов,42,1981-05-29,Orsha,827847629
188797,M,Григорий,Волков,37,1986-06-05,Brest,830197624
188798,M,Варфоломей,Козлов,44,1980-02-17,Lida,845277502
188799,M,Галактион,Носков,42,1981-07-02,Mogilev,838251944
188800,M,Петр,Зайцев,40,1983-06-04,Minsk,840926360
188801,F,Майя,Дьячкова,53,1970-07-16,Gomel,842473112
188802,M,Гостомысл,Дементьев,54,1969-12-24,Gomel,847378431
188803,M,Авдей,Дьячков,60,1963-08-29,Gomel,845092927
188804,M,Тит,Лукин,54,1969-12-31,Mogilev,855412536
188805,M,Вадим,Субботин,54,1969-09-24,Grodno,848276800
188806,M,Дмитрий,Лихачев,44,1980-02-19,Mogilev,857247492
188807,M,Куприян,Зимин,49,1974-05-01,Brest,850061965
188808,M,Азарий,Якушев,40,1984-03-26,Orsha,852398639
188809,M,Трифон,Мартынов,33,1990-11-13,Lida,852609763
188810,M,Аркадий,Суханов,42,1981-11-26,Orsha,855658468
188811,M,Лучезар,Фомин,41,1982-10-26,Gomel,856543461
188812,M,Семен,Ситников,55,1969-01-16,Grodno,855823948
188813,F,Эмилия,Алексеева,44,1979-05-15,Orsha,865290237
188814,F,Октябрина,Галкина,49,1974-04-21,Orsha,867007227
188815,M,Будимир,Филатов,54,1970-01-02,Mogilev,859543211
188816,M,Иннокентий,Якушев,52,1971-12-07,Orsha,863286278
